id,text
"Al Hufūf,Saudi Arabia,Eastern Province","Al Hufūf,Saudi Arabia,Eastern Province"
"Al Bukayrīyah,Saudi Arabia,Al-Qassim","Al Bukayrīyah,Saudi Arabia,Al-Qassim"
"Al Baţţālīyah,Saudi Arabia,Eastern Province","Al Baţţālīyah,Saudi Arabia,Eastern Province"
"Al Bāḩah,Saudi Arabia,Minţaqat al Bāḩah","Al Bāḩah,Saudi Arabia,Minţaqat al Bāḩah"
"‘Afīf,Saudi Arabia,Ar Riyāḑ","‘Afīf,Saudi Arabia,Ar Riyāḑ"
"Ad Dilam,Saudi Arabia,Ar Riyāḑ","Ad Dilam,Saudi Arabia,Ar Riyāḑ"
"Ad Dawādimī,Saudi Arabia,Ar Riyāḑ","Ad Dawādimī,Saudi Arabia,Ar Riyāḑ"
"Dammam,Saudi Arabia,Eastern Province","Dammam,Saudi Arabia,Eastern Province"
"Abū ‘Arīsh,Saudi Arabia,Jizan","Abū ‘Arīsh,Saudi Arabia,Jizan"
"Abha,Saudi Arabia,Minţaqat ‘Asīr","Abha,Saudi Arabia,Minţaqat ‘Asīr"
"Ash Shafā,Saudi Arabia,Makkah","Ash Shafā,Saudi Arabia,Makkah"
"Unaizah,Saudi Arabia,Al-Qassim","Unaizah,Saudi Arabia,Al-Qassim"
"Honiara,Solomon Islands,Guadalcanal","Honiara,Solomon Islands,Guadalcanal"
"Victoria,Seychelles,English River","Victoria,Seychelles,English River"
"Zalingei,Sudan,Central Darfur","Zalingei,Sudan,Central Darfur"
"Wad Medani,Sudan,Al Jazīrah","Wad Medani,Sudan,Al Jazīrah"
"Umm Ruwaba,Sudan,Shamāl Kurdufān","Umm Ruwaba,Sudan,Shamāl Kurdufān"
"Omdurman,Sudan,Khartoum","Omdurman,Sudan,Khartoum"
"Tokār,Sudan,Red Sea","Tokār,Sudan,Red Sea"
"Tandaltī,Sudan,White Nile","Tandaltī,Sudan,White Nile"
"Singa,Sudan,Sinnār","Singa,Sudan,Sinnār"
"Shendi,Sudan,River Nile","Shendi,Sudan,River Nile"
"Sawākin,Sudan,Red Sea","Sawākin,Sudan,Red Sea"
"Sinnar,Sudan,Sinnār","Sinnar,Sudan,Sinnār"
"Rabak,Sudan,White Nile","Rabak,Sudan,White Nile"
"Maiurno,Sudan,Sinnār","Maiurno,Sudan,Sinnār"
"Kosti,Sudan,White Nile","Kosti,Sudan,White Nile"
"Kuraymah,Sudan,Northern State","Kuraymah,Sudan,Northern State"
"Kināna,Sudan,Sinnār","Kināna,Sudan,Sinnār"
"Kassala,Sudan,Kassala","Kassala,Sudan,Kassala"
"Kadugli,Sudan,Southern Kordofan","Kadugli,Sudan,Southern Kordofan"
"Doka,Sudan,Al Qaḑārif","Doka,Sudan,Al Qaḑārif"
"Dilling,Sudan,Southern Kordofan","Dilling,Sudan,Southern Kordofan"
"Port Sudan,Sudan,Red Sea","Port Sudan,Sudan,Red Sea"
"Berber,Sudan,River Nile","Berber,Sudan,River Nile"
"Bārah,Sudan,Shamāl Kurdufān","Bārah,Sudan,Shamāl Kurdufān"
"Atbara,Sudan,River Nile","Atbara,Sudan,River Nile"
"As Sūkī,Sudan,Sinnār","As Sūkī,Sudan,Sinnār"
"Ar Ruseris,Sudan,Blue Nile","Ar Ruseris,Sudan,Blue Nile"
"Ar Rahad,Sudan,Shamāl Kurdufān","Ar Rahad,Sudan,Shamāl Kurdufān"
"An Nuhūd,Sudan,West Kordofan State","An Nuhūd,Sudan,West Kordofan State"
"El Obeid,Sudan,Shamāl Kurdufān","El Obeid,Sudan,Shamāl Kurdufān"
"Al Qiţena,Sudan,White Nile","Al Qiţena,Sudan,White Nile"
"Al Qadarif,Sudan,Al Qaḑārif","Al Qadarif,Sudan,Al Qaḑārif"
"Al Mijlad,Sudan,West Kordofan State","Al Mijlad,Sudan,West Kordofan State"
"Al Manāqil,Sudan,Al Jazīrah","Al Manāqil,Sudan,Al Jazīrah"
"Khartoum,Sudan,Khartoum","Khartoum,Sudan,Khartoum"
"Geneina,Sudan,Western Darfur","Geneina,Sudan,Western Darfur"
"Al Hilāliyya,Sudan,Al Jazīrah","Al Hilāliyya,Sudan,Al Jazīrah"
"Al Ḩawātah,Sudan,Al Qaḑārif","Al Ḩawātah,Sudan,Al Qaḑārif"
"Al Hasaheisa,Sudan,Al Jazīrah","Al Hasaheisa,Sudan,Al Jazīrah"
"El Fasher,Sudan,Northern Darfur","El Fasher,Sudan,Northern Darfur"
"El Bauga,Sudan,River Nile","El Bauga,Sudan,River Nile"
"Ad Douiem,Sudan,White Nile","Ad Douiem,Sudan,White Nile"
"El Daein,Sudan,Eastern Darfur","El Daein,Sudan,Eastern Darfur"
"Ad Dindar,Sudan,Sinnār","Ad Dindar,Sudan,Sinnār"
"Ed Damer,Sudan,River Nile","Ed Damer,Sudan,River Nile"
"Ad-Damazin,Sudan,Blue Nile","Ad-Damazin,Sudan,Blue Nile"
"Abū Zabad,Sudan,West Kordofan State","Abū Zabad,Sudan,West Kordofan State"
"Abu Jibeha,Sudan,Southern Kordofan","Abu Jibeha,Sudan,Southern Kordofan"
"Umeå,Sweden,Västerbotten","Umeå,Sweden,Västerbotten"
"Skellefteå,Sweden,Västerbotten","Skellefteå,Sweden,Västerbotten"
"Piteå,Sweden,Norrbotten","Piteå,Sweden,Norrbotten"
"Luleå,Sweden,Norrbotten","Luleå,Sweden,Norrbotten"
"Kiruna,Sweden,Norrbotten","Kiruna,Sweden,Norrbotten"
"Boden,Sweden,Norrbotten","Boden,Sweden,Norrbotten"
"Ystad,Sweden,Skåne","Ystad,Sweden,Skåne"
"Visby,Sweden,Gotland","Visby,Sweden,Gotland"
"Växjö,Sweden,Kronoberg","Växjö,Sweden,Kronoberg"
"Västervik,Sweden,Kalmar","Västervik,Sweden,Kalmar"
"Västerås,Sweden,Västmanland","Västerås,Sweden,Västmanland"
"Värnamo,Sweden,Jönköping","Värnamo,Sweden,Jönköping"
"Varberg,Sweden,Halland","Varberg,Sweden,Halland"
"Vänersborg,Sweden,Västra Götaland","Vänersborg,Sweden,Västra Götaland"
"Vallentuna,Sweden,Stockholm","Vallentuna,Sweden,Stockholm"
"Uppsala,Sweden,Uppsala","Uppsala,Sweden,Uppsala"
"Upplands Väsby,Sweden,Stockholm","Upplands Väsby,Sweden,Stockholm"
"Uddevalla,Sweden,Västra Götaland","Uddevalla,Sweden,Västra Götaland"
"Tumba,Sweden,Stockholm","Tumba,Sweden,Stockholm"
"Tullinge,Sweden,Stockholm","Tullinge,Sweden,Stockholm"
"Trollhättan,Sweden,Västra Götaland","Trollhättan,Sweden,Västra Götaland"
"Trelleborg,Sweden,Skåne","Trelleborg,Sweden,Skåne"
"Täby,Sweden,Stockholm","Täby,Sweden,Stockholm"
"Sundsvall,Sweden,Västernorrland","Sundsvall,Sweden,Västernorrland"
"Sundbyberg,Sweden,Stockholm","Sundbyberg,Sweden,Stockholm"
"Stockholm,Sweden,Stockholm","Stockholm,Sweden,Stockholm"
"Solna,Sweden,Stockholm","Solna,Sweden,Stockholm"
"Sollentuna,Sweden,Stockholm","Sollentuna,Sweden,Stockholm"
"Södertälje,Sweden,Stockholm","Södertälje,Sweden,Stockholm"
"Skövde,Sweden,Västra Götaland","Skövde,Sweden,Västra Götaland"
"Skara,Sweden,Västra Götaland","Skara,Sweden,Västra Götaland"
"Sandviken,Sweden,Gävleborg","Sandviken,Sweden,Gävleborg"
"Råsunda,Sweden,Stockholm","Råsunda,Sweden,Stockholm"
"Partille,Sweden,Västra Götaland","Partille,Sweden,Västra Götaland"
"Östersund,Sweden,Jämtland","Östersund,Sweden,Jämtland"
"Östermalm,Sweden,Stockholm","Östermalm,Sweden,Stockholm"
"Oskarshamn,Sweden,Kalmar","Oskarshamn,Sweden,Kalmar"
"Örnsköldsvik,Sweden,Västernorrland","Örnsköldsvik,Sweden,Västernorrland"
"Örebro,Sweden,Örebro","Örebro,Sweden,Örebro"
"Nyköping,Sweden,Södermanland","Nyköping,Sweden,Södermanland"
"Norrtälje,Sweden,Stockholm","Norrtälje,Sweden,Stockholm"
"Norrköping,Sweden,Östergötland","Norrköping,Sweden,Östergötland"
"Nässjö,Sweden,Jönköping","Nässjö,Sweden,Jönköping"
"Nacka,Sweden,Stockholm","Nacka,Sweden,Stockholm"
"Motala,Sweden,Östergötland","Motala,Sweden,Östergötland"
"Mölndal,Sweden,Västra Götaland","Mölndal,Sweden,Västra Götaland"
"Märsta,Sweden,Stockholm","Märsta,Sweden,Stockholm"
"Malmö,Sweden,Skåne","Malmö,Sweden,Skåne"
"Lund,Sweden,Skåne","Lund,Sweden,Skåne"
"Linköping,Sweden,Östergötland","Linköping,Sweden,Östergötland"
"Lidköping,Sweden,Västra Götaland","Lidköping,Sweden,Västra Götaland"
"Lidingö,Sweden,Stockholm","Lidingö,Sweden,Stockholm"
"Lerum,Sweden,Västra Götaland","Lerum,Sweden,Västra Götaland"
"Landskrona,Sweden,Skåne","Landskrona,Sweden,Skåne"
"Kungsbacka,Sweden,Halland","Kungsbacka,Sweden,Halland"
"Kungälv,Sweden,Västra Götaland","Kungälv,Sweden,Västra Götaland"
"Kristinehamn,Sweden,Värmland","Kristinehamn,Sweden,Värmland"
"Kristianstad,Sweden,Skåne","Kristianstad,Sweden,Skåne"
"Köping,Sweden,Västmanland","Köping,Sweden,Västmanland"
"Katrineholm,Sweden,Södermanland","Katrineholm,Sweden,Södermanland"
"Karlstad,Sweden,Värmland","Karlstad,Sweden,Värmland"
"Karlskrona,Sweden,Blekinge","Karlskrona,Sweden,Blekinge"
"Karlskoga,Sweden,Örebro","Karlskoga,Sweden,Örebro"
"Karlshamn,Sweden,Blekinge","Karlshamn,Sweden,Blekinge"
"Kalmar,Sweden,Kalmar","Kalmar,Sweden,Kalmar"
"Jönköping,Sweden,Jönköping","Jönköping,Sweden,Jönköping"
"Jakobsberg,Sweden,Stockholm","Jakobsberg,Sweden,Stockholm"
"Huskvarna,Sweden,Jönköping","Huskvarna,Sweden,Jönköping"
"Huddinge,Sweden,Stockholm","Huddinge,Sweden,Stockholm"
"Helsingborg,Sweden,Skåne","Helsingborg,Sweden,Skåne"
"Hässleholm,Sweden,Skåne","Hässleholm,Sweden,Skåne"
"Härnösand,Sweden,Västernorrland","Härnösand,Sweden,Västernorrland"
"Haninge,Sweden,Stockholm","Haninge,Sweden,Stockholm"
"Halmstad,Sweden,Halland","Halmstad,Sweden,Halland"
"Göteborg,Sweden,Västra Götaland","Göteborg,Sweden,Västra Götaland"
"Gävle,Sweden,Gävleborg","Gävle,Sweden,Gävleborg"
"Gamla Uppsala,Sweden,Uppsala","Gamla Uppsala,Sweden,Uppsala"
"Falun,Sweden,Dalarna","Falun,Sweden,Dalarna"
"Falköping,Sweden,Västra Götaland","Falköping,Sweden,Västra Götaland"
"Falkenberg,Sweden,Halland","Falkenberg,Sweden,Halland"
"Eslöv,Sweden,Skåne","Eslöv,Sweden,Skåne"
"Eskilstuna,Sweden,Södermanland","Eskilstuna,Sweden,Södermanland"
"Enköping,Sweden,Uppsala","Enköping,Sweden,Uppsala"
"Bromma,Sweden,Stockholm","Bromma,Sweden,Stockholm"
"Borlänge,Sweden,Dalarna","Borlänge,Sweden,Dalarna"
"Borås,Sweden,Västra Götaland","Borås,Sweden,Västra Götaland"
"Boo,Sweden,Stockholm","Boo,Sweden,Stockholm"
"Årsta,Sweden,Stockholm","Årsta,Sweden,Stockholm"
"Ängelholm,Sweden,Skåne","Ängelholm,Sweden,Skåne"
"Alingsås,Sweden,Västra Götaland","Alingsås,Sweden,Västra Götaland"
"Åkersberga,Sweden,Stockholm","Åkersberga,Sweden,Stockholm"
"Majorna,Sweden,Västra Götaland","Majorna,Sweden,Västra Götaland"
"Singapore,Singapore,Central Singapore","Singapore,Singapore,Central Singapore"
"Jamestown,Saint Helena,Saint Helena","Jamestown,Saint Helena,Saint Helena"
"Trbovlje,Slovenia,Trbovlje","Trbovlje,Slovenia,Trbovlje"
"Velenje,Slovenia,Velenje","Velenje,Slovenia,Velenje"
"Ptuj,Slovenia,Ptuj","Ptuj,Slovenia,Ptuj"
"Novo Mesto,Slovenia,Novo Mesto","Novo Mesto,Slovenia,Novo Mesto"
"Maribor,Slovenia,Maribor","Maribor,Slovenia,Maribor"
"Ljubljana,Slovenia,Ljubljana","Ljubljana,Slovenia,Ljubljana"
"Kranj,Slovenia,Kranj","Kranj,Slovenia,Kranj"
"Koper,Slovenia,Koper-Capodistria","Koper,Slovenia,Koper-Capodistria"
"Celje,Slovenia,Celje","Celje,Slovenia,Celje"
"Longyearbyen,Svalbard and Jan Mayen,Svalbard","Longyearbyen,Svalbard and Jan Mayen,Svalbard"
"Vranov nad Topľou,Slovakia,Prešovský","Vranov nad Topľou,Slovakia,Prešovský"
"Trebišov,Slovakia,Košický","Trebišov,Slovakia,Košický"
"Stará Ľubovňa,Slovakia,Prešovský","Stará Ľubovňa,Slovakia,Prešovský"
"Spišská Nová Ves,Slovakia,Košický","Spišská Nová Ves,Slovakia,Košický"
"Snina,Slovakia,Prešovský","Snina,Slovakia,Prešovský"
"Rožňava,Slovakia,Košický","Rožňava,Slovakia,Košický"
"Rimavská Sobota,Slovakia,Banskobystrický","Rimavská Sobota,Slovakia,Banskobystrický"
"Prešov,Slovakia,Prešovský","Prešov,Slovakia,Prešovský"
"Poprad,Slovakia,Prešovský","Poprad,Slovakia,Prešovský"
"Michalovce,Slovakia,Košický","Michalovce,Slovakia,Košický"
"Košice,Slovakia,Košický","Košice,Slovakia,Košický"
"Kežmarok,Slovakia,Prešovský","Kežmarok,Slovakia,Prešovský"
"Humenné,Slovakia,Prešovský","Humenné,Slovakia,Prešovský"
"Bardejov,Slovakia,Prešovský","Bardejov,Slovakia,Prešovský"
"Zvolen,Slovakia,Banskobystrický","Zvolen,Slovakia,Banskobystrický"
"Zlaté Moravce,Slovakia,Nitriansky","Zlaté Moravce,Slovakia,Nitriansky"
"Žilina,Slovakia,Žilinský","Žilina,Slovakia,Žilinský"
"Žiar nad Hronom,Slovakia,Banskobystrický","Žiar nad Hronom,Slovakia,Banskobystrický"
"Trnava,Slovakia,Trnavský","Trnava,Slovakia,Trnavský"
"Trenčín,Slovakia,Trenčiansky","Trenčín,Slovakia,Trenčiansky"
"Skalica,Slovakia,Trnavský","Skalica,Slovakia,Trnavský"
"Senica,Slovakia,Trnavský","Senica,Slovakia,Trnavský"
"Sellye,Slovakia,Nitriansky","Sellye,Slovakia,Nitriansky"
"Ružomberok,Slovakia,Žilinský","Ružomberok,Slovakia,Žilinský"
"Púchov,Slovakia,Nitriansky","Púchov,Slovakia,Nitriansky"
"Prievidza,Slovakia,Nitriansky","Prievidza,Slovakia,Nitriansky"
"Považská Bystrica,Slovakia,Trenčiansky","Považská Bystrica,Slovakia,Trenčiansky"
"Piešťany,Slovakia,Trnavský","Piešťany,Slovakia,Trnavský"
"Pezinok,Slovakia,Bratislavský","Pezinok,Slovakia,Bratislavský"
"Partizánske,Slovakia,Nitriansky","Partizánske,Slovakia,Nitriansky"
"Nové Zámky,Slovakia,Nitriansky","Nové Zámky,Slovakia,Nitriansky"
"Nové Mesto nad Váhom,Slovakia,Trenčiansky","Nové Mesto nad Váhom,Slovakia,Trenčiansky"
"Nitra,Slovakia,Nitriansky","Nitra,Slovakia,Nitriansky"
"Martin,Slovakia,Žilinský","Martin,Slovakia,Žilinský"
"Malacky,Slovakia,Bratislavský","Malacky,Slovakia,Bratislavský"
"Lučenec,Slovakia,Banskobystrický","Lučenec,Slovakia,Banskobystrický"
"Liptovský Mikuláš,Slovakia,Žilinský","Liptovský Mikuláš,Slovakia,Žilinský"
"Levice,Slovakia,Nitriansky","Levice,Slovakia,Nitriansky"
"Kysucké Nové Mesto,Slovakia,Žilinský","Kysucké Nové Mesto,Slovakia,Žilinský"
"Komárno,Slovakia,Nitriansky","Komárno,Slovakia,Nitriansky"
"Hlohovec,Slovakia,Trnavský","Hlohovec,Slovakia,Trnavský"
"Handlová,Slovakia,Nitriansky","Handlová,Slovakia,Nitriansky"
"Galanta,Slovakia,Trnavský","Galanta,Slovakia,Trnavský"
"Dunajská Streda,Slovakia,Trnavský","Dunajská Streda,Slovakia,Trnavský"
"Dubnica nad Váhom,Slovakia,Nitriansky","Dubnica nad Váhom,Slovakia,Nitriansky"
"Dolný Kubín,Slovakia,Žilinský","Dolný Kubín,Slovakia,Žilinský"
"Detva,Slovakia,Banskobystrický","Detva,Slovakia,Banskobystrický"
"Čadca,Slovakia,Žilinský","Čadca,Slovakia,Žilinský"
"Brezno,Slovakia,Banskobystrický","Brezno,Slovakia,Banskobystrický"
"Bratislava,Slovakia,Bratislavský","Bratislava,Slovakia,Bratislavský"
"Banská Bystrica,Slovakia,Banskobystrický","Banská Bystrica,Slovakia,Banskobystrický"
"Bánovce nad Bebravou,Slovakia,Trenčiansky","Bánovce nad Bebravou,Slovakia,Trenčiansky"
"Waterloo,Sierra Leone,Western Area","Waterloo,Sierra Leone,Western Area"
"Segbwema,Sierra Leone,Eastern Province","Segbwema,Sierra Leone,Eastern Province"
"Port Loko,Sierra Leone,Northern Province","Port Loko,Sierra Leone,Northern Province"
"Makeni,Sierra Leone,Northern Province","Makeni,Sierra Leone,Northern Province"
"Lunsar,Sierra Leone,Northern Province","Lunsar,Sierra Leone,Northern Province"
"Koidu,Sierra Leone,Eastern Province","Koidu,Sierra Leone,Eastern Province"
"Kenema,Sierra Leone,Eastern Province","Kenema,Sierra Leone,Eastern Province"
"Kabala,Sierra Leone,Northern Province","Kabala,Sierra Leone,Northern Province"
"Freetown,Sierra Leone,Western Area","Freetown,Sierra Leone,Western Area"
"Bo,Sierra Leone,Southern Province","Bo,Sierra Leone,Southern Province"
"San Marino,San Marino,San Marino","San Marino,San Marino,San Marino"
"Ziguinchor,Senegal,Ziguinchor","Ziguinchor,Senegal,Ziguinchor"
"Vélingara,Senegal,Kolda","Vélingara,Senegal,Kolda"
"Touba,Senegal,Diourbel","Touba,Senegal,Diourbel"
"Tiébo,Senegal,Diourbel","Tiébo,Senegal,Diourbel"
"Thiès Nones,Senegal,Thiès","Thiès Nones,Senegal,Thiès"
"Tambacounda,Senegal,Tambacounda","Tambacounda,Senegal,Tambacounda"
"Sédhiou,Senegal,Sédhiou","Sédhiou,Senegal,Sédhiou"
"Saint-Louis,Senegal,Saint-Louis","Saint-Louis,Senegal,Saint-Louis"
"Richard-Toll,Senegal,Saint-Louis","Richard-Toll,Senegal,Saint-Louis"
"Pout,Senegal,Thiès","Pout,Senegal,Thiès"
"Pourham,Senegal,Fatick","Pourham,Senegal,Fatick"
"Pikine,Senegal,Dakar","Pikine,Senegal,Dakar"
"Nioro du Rip,Senegal,Kaolack","Nioro du Rip,Senegal,Kaolack"
"Nguékhokh,Senegal,Thiès","Nguékhokh,Senegal,Thiès"
"Ndibène Dahra,Senegal,Louga","Ndibène Dahra,Senegal,Louga"
"Mékhé,Senegal,Thiès","Mékhé,Senegal,Thiès"
"Mbaké,Senegal,Diourbel","Mbaké,Senegal,Diourbel"
"Matam,Senegal,Matam","Matam,Senegal,Matam"
"Louga,Senegal,Louga","Louga,Senegal,Louga"
"Kolda,Senegal,Kolda","Kolda,Senegal,Kolda"
"Kédougou,Senegal,Kédougou","Kédougou,Senegal,Kédougou"
"Kayar,Senegal,Thiès","Kayar,Senegal,Thiès"
"Kaolack,Senegal,Kaolack","Kaolack,Senegal,Kaolack"
"Kaffrine,Senegal,Kaffrine","Kaffrine,Senegal,Kaffrine"
"Joal-Fadiout,Senegal,Thiès","Joal-Fadiout,Senegal,Thiès"
"Guinguinéo,Senegal,Fatick","Guinguinéo,Senegal,Fatick"
"Dara,Senegal,Louga","Dara,Senegal,Louga"
"Dakar,Senegal,Dakar","Dakar,Senegal,Dakar"
"Bignona,Senegal,Ziguinchor","Bignona,Senegal,Ziguinchor"
"Wanlaweyn,Somalia,Lower Shabeelle","Wanlaweyn,Somalia,Lower Shabeelle"
"Qoryooley,Somalia,Lower Shabeelle","Qoryooley,Somalia,Lower Shabeelle"
"Qandala,Somalia,Bari","Qandala,Somalia,Bari"
"Mogadishu,Somalia,Banaadir","Mogadishu,Somalia,Banaadir"
"Marka,Somalia,Lower Shabeelle","Marka,Somalia,Lower Shabeelle"
"Luuq,Somalia,Gedo","Luuq,Somalia,Gedo"
"Kismayo,Somalia,Lower Juba","Kismayo,Somalia,Lower Juba"
"Jilib,Somalia,Middle Juba","Jilib,Somalia,Middle Juba"
"Jawhar,Somalia,Middle Shabele","Jawhar,Somalia,Middle Shabele"
"Jamaame,Somalia,Lower Juba","Jamaame,Somalia,Lower Juba"
"Hargeysa,Somalia,Woqooyi Galbeed","Hargeysa,Somalia,Woqooyi Galbeed"
"Garoowe,Somalia,Nugaal","Garoowe,Somalia,Nugaal"
"Gaalkacyo,Somalia,Mudug","Gaalkacyo,Somalia,Mudug"
"Eyl,Somalia,Nugaal","Eyl,Somalia,Nugaal"
"Ceerigaabo,Somalia,Sanaag","Ceerigaabo,Somalia,Sanaag"
"Ceeldheer,Somalia,Galguduud","Ceeldheer,Somalia,Galguduud"
"Buurhakaba,Somalia,Bay","Buurhakaba,Somalia,Bay"
"Buulobarde,Somalia,Hiiraan","Buulobarde,Somalia,Hiiraan"
"Burao,Somalia,Togdheer","Burao,Somalia,Togdheer"
"Bosaso,Somalia,Bari","Bosaso,Somalia,Bari"
"Berbera,Somalia,Woqooyi Galbeed","Berbera,Somalia,Woqooyi Galbeed"
"Beledweyne,Somalia,Hiiraan","Beledweyne,Somalia,Hiiraan"
"Baidoa,Somalia,Bay","Baidoa,Somalia,Bay"
"Baardheere,Somalia,Gedo","Baardheere,Somalia,Gedo"
"Afgooye,Somalia,Lower Shabeelle","Afgooye,Somalia,Lower Shabeelle"
"Laascaanood,Somalia,Sool","Laascaanood,Somalia,Sool"
"Baki,Somalia,Awdal","Baki,Somalia,Awdal"
"Paramaribo,Suriname,Paramaribo","Paramaribo,Suriname,Paramaribo"
"Lelydorp,Suriname,Wanica","Lelydorp,Suriname,Wanica"
"Yei,South Sudan,Central Equatoria","Yei,South Sudan,Central Equatoria"
"Yambio,South Sudan,Western Equatoria","Yambio,South Sudan,Western Equatoria"
"Wau,South Sudan,Western Bahr al Ghazal","Wau,South Sudan,Western Bahr al Ghazal"
"Aweil,South Sudan,Northern Bahr al Ghazal","Aweil,South Sudan,Northern Bahr al Ghazal"
"Torit,South Sudan,Eastern Equatoria","Torit,South Sudan,Eastern Equatoria"
"Tonj,South Sudan,Warrap","Tonj,South Sudan,Warrap"
"Rumbek,South Sudan,Lakes","Rumbek,South Sudan,Lakes"
"Malakal,South Sudan,Upper Nile","Malakal,South Sudan,Upper Nile"
"Juba,South Sudan,Central Equatoria","Juba,South Sudan,Central Equatoria"
"Gogrial,South Sudan,Warrap","Gogrial,South Sudan,Warrap"
"Pajok,South Sudan,Eastern Equatoria","Pajok,South Sudan,Eastern Equatoria"
"Bor,South Sudan,Jonglei","Bor,South Sudan,Jonglei"
"São Tomé,Sao Tome and Principe,São Tomé Island","São Tomé,Sao Tome and Principe,São Tomé Island"
"Zacatecoluca,El Salvador,La Paz","Zacatecoluca,El Salvador,La Paz"
"Usulután,El Salvador,Usulután","Usulután,El Salvador,Usulután"
"Soyapango,El Salvador,San Salvador","Soyapango,El Salvador,San Salvador"
"Sonzacate,El Salvador,Sonsonate","Sonzacate,El Salvador,Sonsonate"
"Sonsonate,El Salvador,Sonsonate","Sonsonate,El Salvador,Sonsonate"
"Sensuntepeque,El Salvador,Cabañas","Sensuntepeque,El Salvador,Cabañas"
"San Vicente,El Salvador,San Vicente","San Vicente,El Salvador,San Vicente"
"Santiago de María,El Salvador,Usulután","Santiago de María,El Salvador,Usulután"
"Santa Ana,El Salvador,Santa Ana","Santa Ana,El Salvador,Santa Ana"
"San Salvador,El Salvador,San Salvador","San Salvador,El Salvador,San Salvador"
"San Rafael Oriente,El Salvador,San Miguel","San Rafael Oriente,El Salvador,San Miguel"
"San Miguel,El Salvador,San Miguel","San Miguel,El Salvador,San Miguel"
"San Martín,El Salvador,Cuscatlán","San Martín,El Salvador,Cuscatlán"
"San Marcos,El Salvador,San Salvador","San Marcos,El Salvador,San Salvador"
"San Francisco,El Salvador,Morazán","San Francisco,El Salvador,Morazán"
"Quezaltepeque,El Salvador,La Libertad","Quezaltepeque,El Salvador,La Libertad"
"Puerto El Triunfo,El Salvador,Usulután","Puerto El Triunfo,El Salvador,Usulután"
"Santa Tecla,El Salvador,La Libertad","Santa Tecla,El Salvador,La Libertad"
"Metapán,El Salvador,Santa Ana","Metapán,El Salvador,Santa Ana"
"Mejicanos,El Salvador,San Salvador","Mejicanos,El Salvador,San Salvador"
"La Unión,El Salvador,La Unión","La Unión,El Salvador,La Unión"
"La Libertad,El Salvador,La Libertad","La Libertad,El Salvador,La Libertad"
"Izalco,El Salvador,Sonsonate","Izalco,El Salvador,Sonsonate"
"Ilopango,El Salvador,San Salvador","Ilopango,El Salvador,San Salvador"
"Delgado,El Salvador,San Salvador","Delgado,El Salvador,San Salvador"
"Cuscatancingo,El Salvador,San Salvador","Cuscatancingo,El Salvador,San Salvador"
"Cojutepeque,El Salvador,Cuscatlán","Cojutepeque,El Salvador,Cuscatlán"
"Chalchuapa,El Salvador,Santa Ana","Chalchuapa,El Salvador,Santa Ana"
"Chalatenango,El Salvador,Chalatenango","Chalatenango,El Salvador,Chalatenango"
"Ayutuxtepeque,El Salvador,San Salvador","Ayutuxtepeque,El Salvador,San Salvador"
"Apopa,El Salvador,San Salvador","Apopa,El Salvador,San Salvador"
"Antiguo Cuscatlán,El Salvador,La Libertad","Antiguo Cuscatlán,El Salvador,La Libertad"
"Ahuachapán,El Salvador,Ahuachapán","Ahuachapán,El Salvador,Ahuachapán"
"Aguilares,El Salvador,San Salvador","Aguilares,El Salvador,San Salvador"
"Acajutla,El Salvador,Sonsonate","Acajutla,El Salvador,Sonsonate"
"Philipsburg,Sint Maarten,N/A","Philipsburg,Sint Maarten,N/A"
"Yabrūd,Syria,Rif-dimashq","Yabrūd,Syria,Rif-dimashq"
"Ţayyibat al Imām,Syria,Hama","Ţayyibat al Imām,Syria,Hama"
"Tartouss,Syria,Tartus","Tartouss,Syria,Tartus"
"Tall Rif‘at,Syria,Aleppo","Tall Rif‘at,Syria,Aleppo"
"Tallkalakh,Syria,Homs","Tallkalakh,Syria,Homs"
"Tallbīsah,Syria,Homs","Tallbīsah,Syria,Homs"
"Ţafas,Syria,Daraa","Ţafas,Syria,Daraa"
"Tadmur,Syria,Homs","Tadmur,Syria,Homs"
"Tādif,Syria,Aleppo","Tādif,Syria,Aleppo"
"Souran,Syria,Hama","Souran,Syria,Hama"
"Subaykhān,Syria,Deir ez-Zor","Subaykhān,Syria,Deir ez-Zor"
"Ash Shaykh Miskīn,Syria,Daraa","Ash Shaykh Miskīn,Syria,Daraa"
"Sarāqib,Syria,Idlib","Sarāqib,Syria,Idlib"
"Salqīn,Syria,Idlib","Salqīn,Syria,Idlib"
"As Salamīyah,Syria,Hama","As Salamīyah,Syria,Hama"
"Satita,Syria,Tartus","Satita,Syria,Tartus"
"Qaţanā,Syria,Rif-dimashq","Qaţanā,Syria,Rif-dimashq"
"Jāsim,Syria,Daraa","Jāsim,Syria,Daraa"
"Qārah,Syria,Rif-dimashq","Qārah,Syria,Rif-dimashq"
"Nubl,Syria,Aleppo","Nubl,Syria,Aleppo"
"Maşyāf,Syria,Hama","Maşyāf,Syria,Hama"
"Manbij,Syria,Aleppo","Manbij,Syria,Aleppo"
"Ma‘arratmişrīn,Syria,Idlib","Ma‘arratmişrīn,Syria,Idlib"
"Khān Shaykhūn,Syria,Idlib","Khān Shaykhūn,Syria,Idlib"
